1602481792	1043485919	617042735	971497221	1003758947	396593534	396245559	698353542	530807220	73123451	2054624777	
1191526435	1436716907	596916286	1302486516	468083204	521188783	438740665	1118413221	25857579	314989150	1328657691	
939411590	1490749281	285632759	62653819	881118164	1070223430	97784121	785784001	1838673291	1700265914	1829269920	
308232379	524279487	685545219	704825913	920525046	1383898761	1235633133	993648498	1291039891	279675921	282881757	
1887956177	1582162437	750964962	261661312	2020903102	1869378183	287518891	188408604	1050552226	1226930481	1679157886	
1336184985	1289584301	412792402	258924768	1387368422	1198576403	2097598059	940150688	880362675	258346790	1464430175	
1565907894	963172703	237471574	802323008	51322189	1231120072	2093362899	330998110	1514001829	1833835428	1913160547	
117483143	2095496740	1786580002	1986861326	235531984	1974988606	889929905	1462462465	1506662844	78631242	604563118	
1919455247	337556010	1991931541	970548002	287670422	784598581	1850910678	546017212	101545109	1269334924	1509189916	
339016683	2071657932	1560512105	1570136755	2017537183	1891510215	936654936	1703888963	1657187114	1054138080	1651902056	
1296283468	893515758	1887434040	1123788427	1783445663	1202412857	482967623	1862076906	1806975976	254939222	52149268	
1651423869	1225487225	339819690	288538802	928914255	885836903	390083911	50765531	247543171	729100594	2122423464	
1808055276	151753701	1992476999	1552081843	1088408638	1548882315	1061785309	2142546718	1053300723	210585130	888578828	
793251115	1334373557	524540844	1995663972	1817341180	239134102	1655156300	2072280403	291283370	1159096521	1150283980	
631103061	1447635324	2079198235	1516939964	1837719235	2129963766	1764483135	419336182	2104903582	1425054763	571089883	
1949896934	829652958	1659498521	1351295601	1891438267	1654561591	257112676	2102023397	395656772	1050363791	1288913306	
920197616	898544115	958770839	1159331718	406216768	883567594	1450615088	1565313289	2033851574	2081718149	865464965	
1965566161	1451174465	555700553	1948046279	1068173952	975036735	1905466214	345745067	1546126618	1707879500	1175398025	
1058141492	911691453	919352645	565219435	1168804129	873892394	960876207	71684272	15322053	1881073823	970228387	
974092892	892921893	1376445155	1857660486	196053334	794274797	1744028412	130287835	1659739762	1562110925	1581462301	
67956667	1362673556	502152605	1042993402	1120656122	847897673	441636373	681051974	2023295698	1499777865	1592743427	
795164695	2064997300	614063908	1669057090	878389860	685748180	1684379143	611980035	1655976568	510988387	1504901929	
884938075	221165225	1700955263	1679212872	1965193637	1831243098	1191468987	1379820914	1265221751	1259425654	595010822	
1767374357	154935409	1715666945	467788382	596571782	249235271	343600432	2096349647	1841978699	1138765128	2013863299	
308558959	660338570	744769511	994307140	197234065	1356749547	502800060	708222452	714167828	1387738135	929387677	
267639443	919467360	747097666	2098882541	2110936347	2126918580	1216620645	1222878353	574445754	836511354	1377813762	
142629051	1304299736	1974385544	391864323	1647900168	1923251543	86359374	639181648	1789631195	394918333	1299520218	
386917058	1389225473	1496754283	1743666605	1892025533	57493087	310350785	1132280021	986880764	577990228	2051747381	
1733978430	529389122	2015200080	1713413362	1746009767	1090594785	140375469	435037473	320924900	283004520	1739337209	
147826796	674868843	1239753729	2071078340	761228217	1878935378	1713225887	1156146551	1030971948	2100142945	397888376	
380242584	1696325903	142430262	437735671	2006676688	1274710283	1424616436	437183269	1178974016	1011111218	966572391	
1046690448	577040933	565098510	2137285233	717416402	1000135983	310726485	1000420922	591989544	458553282	1675289766	
1831743273	382147974	289034335	1563195003	2095373861	1445180886	446683304	2048033158	1843069263	826925888	1596875413	
1985499525	1264661559	1456068454	1112726160	541794347	1893251723	144216528	1552905566	712340466	1190906976	2129946499	
1277438976	1180708561	699879253	130091311	1491435047	1700300175	722080855	1949988329	1228106293	406340480	184652655	
1517140629	1969535484	132542868	814837867	268735140	33092378	510423482	1095661028	1629967792	348439359	212838939	
938552598	1461165519	754633287	684320673	1605382047	160055205	1396661139	648805375	142518056	526616467	1829513937	
842397309	656707778	1173465336	395213836	1378788633	975970017	1623320130	1785129113	1160622672	992977111	1607180949	
